QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	39.872074	32.732212	0.090000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871994	32.732208	5.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	39.872005	32.732372	5.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871979	32.732376	5.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871975	32.732227	5.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871956	32.732227	5.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871952	32.732376	5.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871937	32.732368	5.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871941	32.732227	5.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871925	32.732227	5.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871922	32.732361	5.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871910	32.732365	5.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871906	32.732231	5.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871891	32.732231	5.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	39.871895	32.732365	5.000000	1
